name,sector,confidence,has_startup_act_label,year_founded,label_date,website
istishara,healthtech,medium,True,,,https://istishara.com.tn/
Addvocate AI,saas,high,True,,,https://addvocate.ai/
Lave'rit,cleantech,high,True,,,https://www.laverit.com/
Développement d'un biomédicament anti-obésité,healthtech,high,True,,,https://startup.gov.tn/en/null
The Package Center,logistics,high,True,,,https://www.packagecenter.com/
AYSHEK,fintech,high,True,,,https://www.ayshek.com/
E W,ecommerce,high,True,,,http://ewiddy.com/
PARKEY,logistics,medium,True,,,https://startup.gov.tn/en/www.parkey.tn
Minima.ai,tech,low,True,,,https://startup.gov.tn/en/null
Amonak,fintech,high,True,,,http://www.amonak.com/
Elevage des insectes (nutri-protéine),travel,medium,True,,,https://nutriprotein.org/
EATISY,food,high,True,,,http://www.eatisy.com/
Youth Hub,edtech,medium,True,,,https://www.youthhub.community/
Qr Menu,food,high,True,,,https://qrmenu.agency/
Pepolls,tech,medium,True,,,https://pepolls.com/
allcarta,marketplace,medium,True,,,http://www.allcarta.com/
PROSUMERS,cleantech,medium,True,,,http://www.prosumers.tn/
Reedz,fintech,medium,True,,,https://reedz.co/
E-Tafakna,edtech,medium,True,,,https://startup.gov.tn/en/www.e-tafakna.com
2BK Innovation,cleantech,medium,True,,,http://www.2bkinnovation.com/
xgol,tech,high,True,,,https://www.xgol.pro/
TrustiT,fintech,high,True,,,https://www.trustit.tn/
ACCENT,tech,medium,True,,,http://accent.tn/
bqube,tech,medium,True,,,https://www.bqubeits.com/
Moline,agritech,high,True,,,http://www.moline.com.tn/
TUNISIE ENCHERE,marketplace,high,True,,,https://tunisie-enchere.com/
Tuntales Interactive,tech,low,True,,,https://startup.gov.tn/en/null
REC-INov,cleantech,medium,True,,,https://rec-inov.com/
KYUFI,fintech,medium,True,,,http://www.kyufi.com/
Tunisian Campers,travel,high,True,,,https://tunisiancampers.com/
Fouita,marketplace,medium,True,,,https://fouita.com/
Club privilèges,ecommerce,high,True,,,http://www.clubprivileges.app/
ASQII,healthtech,medium,True,,,http://www.asqii.tn/
Fantastic Mall,ecommerce,high,True,,,http://www.fantasticmall.tn/
Addresti,logistics,high,True,,,https://addresti.tn/
Caprigène Impact Investing,fintech,medium,True,,,https://startup.gov.tn/en/null
Tissu.tn | Mercerie.tn,retail,high,True,,,https://startup.gov.tn/en/www.tissu.tn%20%7C%20www.mercerie.tn
QualiMaker,saas,medium,True,,,https://www.qualimaker.com/
Satisfy Insight,saas,medium,True,,,https://satisfyinsight.com/
Carpet Plus,retail,high,True,,,http://www.carpet.plus/
LEEVYA Communication,tech,medium,True,,,http://www.leevya.com/
Dqlick,saas,high,True,,,https://www.dqlick.com/
Thiqab,fintech,medium,True,,,https://startup.gov.tn/en/null
IZAGRI,agritech,high,True,,,https://startup.gov.tn/en/null
Mramma.tn,food,high,True,,,https://www.mramma.tn/
